export_version,source_kind,benchmark_run,task,model_label,model_family,winner_scope,winner_objective,example_id,winner_profile,winner_family,oracle_margin,predicted,correct_idx,correct
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_29,triad_odd_bal_0.45,shaped,-0.06219054199755192,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_30,late_boost_bal_0.60,shaped,-1.724322129972279,1,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_31,edges_narrow_bal_0.55,shaped,-0.6144376362208277,3,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_32,late_boost_bal_0.60,shaped,1.940257415175438,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_33,constant_2.6,constant,4.990729242563248,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_34,constant_2.6,constant,-0.27774322032928467,3,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_35,baseline,baseline,1.1661139251082204,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_36,constant_2.6,constant,2.731655403971672,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_37,triad_odd_bal_0.45,shaped,-1.2174208452925086,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_38,triad_odd_bal_0.45,shaped,3.121425410732627,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_39,triad_odd_bal_0.45,shaped,2.2373177641711663,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_40,triad_odd_bal_0.45,shaped,0.888179749250412,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_41,constant_2.6,constant,7.187108300626278,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_42,baseline,baseline,3.5675330758094788,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_43,triad_odd_bal_0.45,shaped,-5.724701348692179,0,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_44,constant_2.6,constant,1.155393716879189,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_45,edges_narrow_bal_0.55,shaped,2.368664026260376,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_46,constant_2.6,constant,4.75,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_47,constant_2.6,constant,3.125,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_48,constant_2.6,constant,-1.746066516265273,1,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_49,late_boost_bal_0.60,shaped,5.877840086817741,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_50,constant_2.6,constant,5.457426403649151,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_51,triad_odd_bal_0.45,shaped,-1.0906421840190887,1,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_52,late_boost_bal_0.60,shaped,2.5383524894714355,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_53,constant_2.6,constant,2.1230668649077415,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_54,triad_odd_bal_0.45,shaped,-0.6721182866021991,0,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_55,triad_odd_bal_0.45,shaped,-4.167724817991257,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_56,constant_2.6,constant,0.7499997615814209,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_57,edges_narrow_bal_0.55,shaped,10.886773694306612,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_58,edges_narrow_bal_0.55,shaped,-0.783428966999054,1,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_59,triad_odd_bal_0.45,shaped,-0.3510626013157889,3,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_60,constant_2.6,constant,4.822600788203999,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_61,late_boost_bal_0.60,shaped,5.432906270027161,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_62,constant_2.6,constant,4.318048789631575,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_63,constant_2.6,constant,4.239721417427063,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_64,triad_odd_bal_0.45,shaped,-7.867396216839552,2,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_65,constant_2.6,constant,9.22586378455162,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_66,baseline,baseline,1.2812750686425716,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_67,constant_2.6,constant,-6.1003858260810375,3,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_68,triad_odd_bal_0.45,shaped,-1.9411077313125134,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_69,late_boost_bal_0.60,shaped,6.699957087635994,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_70,constant_2.6,constant,-1.3750000596046448,3,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_71,triad_odd_bal_0.45,shaped,-0.5071016227011569,3,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_72,edges_narrow_bal_0.55,shaped,-1.7910581473261118,3,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_73,triad_odd_bal_0.45,shaped,7.503566384315491,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_74,late_boost_bal_0.60,shaped,-5.330931045114994,0,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_75,triad_odd_bal_0.45,shaped,4.627079278230667,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_76,late_boost_bal_0.60,shaped,-3.810851328074932,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_77,triad_odd_bal_0.45,shaped,-5.233539656968787,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_78,baseline,baseline,-1.902072666445747,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_79,constant_2.6,constant,-3.5044503211975098,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_80,constant_2.6,constant,4.365797085687518,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_81,constant_2.6,constant,7.678492337465286,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_82,edges_narrow_bal_0.55,shaped,2.7128384113311768,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_83,edges_narrow_bal_0.55,shaped,14.9813400991261,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_84,constant_2.6,constant,1.547975666821003,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_85,edges_narrow_bal_0.55,shaped,4.144742485135794,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_86,late_boost_bal_0.60,shaped,2.968102046754211,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_87,baseline,baseline,3.3399809352122247,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_88,late_boost_bal_0.60,shaped,4.506538242101669,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_89,baseline,baseline,-6.922540798783302,3,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_90,late_boost_bal_0.60,shaped,-2.775780115276575,3,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_91,triad_odd_bal_0.45,shaped,-5.68348390981555,0,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_92,late_boost_bal_0.60,shaped,2.218940769773326,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_93,edges_narrow_bal_0.55,shaped,6.419507583603263,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_94,late_boost_bal_0.60,shaped,-1.441030666232109,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_95,edges_narrow_bal_0.55,shaped,3.9208784513175488,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_96,late_boost_bal_0.60,shaped,5.1351113533601165,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_97,edges_narrow_bal_0.55,shaped,3.578053206205368,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_98,late_boost_bal_0.60,shaped,0.33213581470772624,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_99,triad_odd_bal_0.45,shaped,11.79829329252243,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_100,constant_2.6,constant,8.020216457545757,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_101,edges_narrow_bal_0.55,shaped,6.183065531484317,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_102,edges_narrow_bal_0.55,shaped,3.875199284404516,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_103,edges_narrow_bal_0.55,shaped,2.8853211402893066,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_104,triad_odd_bal_0.45,shaped,-4.1734631061553955,3,2,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_105,constant_2.6,constant,2.2180070281028748,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_106,constant_2.6,constant,9.39584728050977,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_107,triad_odd_bal_0.45,shaped,6.700207884136034,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_108,constant_2.6,constant,8.612693785689771,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_109,triad_odd_bal_0.45,shaped,-1.8659785985946655,3,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_110,constant_2.6,constant,0.7284181732684374,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_111,triad_odd_bal_0.45,shaped,5.500000476837158,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_112,triad_odd_bal_0.45,shaped,-2.863065667450428,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_113,edges_narrow_bal_0.55,shaped,5.341488391160965,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_114,late_boost_bal_0.60,shaped,6.75731329806149,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_115,late_boost_bal_0.60,shaped,7.268976969644427,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_116,triad_odd_bal_0.45,shaped,-1.5298091173171997,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_117,constant_2.6,constant,5.897919654846191,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_118,baseline,baseline,6.756351258605719,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_119,late_boost_bal_0.60,shaped,2.503007411956787,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_120,baseline,baseline,-5.340263572797994,1,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_121,constant_2.6,constant,3.0,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_122,baseline,baseline,-1.8444725275039673,1,3,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_123,constant_2.6,constant,10.053593095391989,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_124,constant_2.6,constant,-9.837565414607525,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_125,late_boost_bal_0.60,shaped,1.9084924757480621,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_126,edges_narrow_bal_0.55,shaped,-0.4375,2,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_127,constant_2.6,constant,3.4431002447381616,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_128,baseline,baseline,3.1299148201942444,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_129,edges_narrow_bal_0.55,shaped,1.2046628720127046,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_130,triad_odd_bal_0.45,shaped,-5.0266900062561035,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_131,constant_2.6,constant,3.2803581468760967,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_132,baseline,baseline,2.7944365441799164,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_133,edges_narrow_bal_0.55,shaped,-0.125,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_134,triad_odd_bal_0.45,shaped,-9.297448933124542,0,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_135,edges_narrow_bal_0.55,shaped,6.216586157679558,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_136,constant_2.6,constant,4.853355411440134,1,1,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_137,triad_odd_bal_0.45,shaped,-3.2589577201288193,3,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_138,late_boost_bal_0.60,shaped,8.829366965219378,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_139,baseline,baseline,-1.9942618384957314,2,1,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_140,baseline,baseline,6.130293750204146,3,3,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_141,late_boost_bal_0.60,shaped,5.50034973025322,2,2,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_142,baseline,baseline,3.389135557517875,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_143,late_boost_bal_0.60,shaped,-0.8574428556021303,3,0,False
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_144,late_boost_bal_0.60,shaped,0.3024224042892456,0,0,True
v1,bench,routed_9B,arc_challenge,Qwen 9B,qwen_hybrid,selected_panel,benchmark_oracle_recorded,arc_challenge_test_145,triad_odd_bal_0.45,shaped,-14.232658999972045,1,2,False
